ID,Created At,Text
537260956074901504,Tue Nov 25 15:06:08 +0000 2014,(I’ve already blocked ten people this morning. Y’all gonna learn today.)
537260789716234240,Tue Nov 25 15:05:28 +0000 2014,RT @tayari: we need to do this in shifts. you can't ingest this poison all day.  Take a break. Get the sleep you need. We have to rotate on…
537260066261700608,Tue Nov 25 15:02:36 +0000 2014,"RT @snpsnpsnp: last year a cop fired into a car of black trans women; got off with a fine of $150; was acquitted of ""intent to kill"" http:/…"
537255075488751617,Tue Nov 25 14:42:46 +0000 2014,"I’ve been listening to “Ring Off” on repeat for so long, it’s become a metaphor for “having enough” with racism."
537244718846201856,Tue Nov 25 14:01:37 +0000 2014,Thank goodness Don Lemon wasn’t around to cover the Stonewall Riots.
537244626743484416,Tue Nov 25 14:01:15 +0000 2014,Actually…
537244545273315328,Tue Nov 25 14:00:55 +0000 2014,Thank goodness CNN wasn’t around to cover the Stonewall Riots.
537242234828390400,Tue Nov 25 13:51:44 +0000 2014,RT @jlfeder: Russia Is Trolling The U.S. Over Ferguson Yet Again http://t.co/2BJ4dsHyjy via @maxseddon @buzzfeednews
537236654369804288,Tue Nov 25 13:29:34 +0000 2014,RT @nytimes: Read an annotated transcript of Officer Darren Wilson's grand jury testimony http://t.co/lRKI7BUOPq http://t.co/z95VaWhi98
537233184229183488,Tue Nov 25 13:15:47 +0000 2014,It’s going to be a very long day.
537233037764087808,Tue Nov 25 13:15:12 +0000 2014,RT @BuzzFeedNews: .@stlcountypd says 61 arrests in Ferguson overnight. St. Louis Mayor says 21 arrests in the city -- @AP http://t.co/crEpK…
537232930775760896,Tue Nov 25 13:14:46 +0000 2014,RT @csmcdaniel: Wilson didn't think he needed to go to the hospital until his assistant chief said he should. https://t.co/CaPK2eUl64 http:…
537232001741627392,Tue Nov 25 13:11:05 +0000 2014,RT @HayesBrown: Nooooo RT @BCDreyer: http://t.co/hk054oTefZ
537229445040734208,Tue Nov 25 13:00:55 +0000 2014,Had to read it for myself. Darren Wilson testified that Michael Brown looked like a “demon.” http://t.co/4ZljgZCEaK
537227897954893824,Tue Nov 25 12:54:46 +0000 2014,"“If you are silent about your pain, they’ll kill you and say you enjoyed it.” - Zora Neale Hurston"
537141517698478080,Tue Nov 25 07:11:32 +0000 2014,RT @BuzzFeedNews: From @csmcdaniel: @GovJayNixon calls in more National Guardsmen to Ferguson http://t.co/FIxImVUeZw
537137393959469056,Tue Nov 25 06:55:08 +0000 2014,"RT @iSmashFizzle: I'll be donating three copies of ""Brown Girl Dreaming"" to @FergusonLibrary. I don't like feeling helpless &amp; these babies …"
537137384127987712,Tue Nov 25 06:55:06 +0000 2014,RT @iSmashFizzle: I donated $50 to @fergusonlibrary. They will be open to children tomorrow when schools aren't. Books change lives. http:/…
537137265404022784,Tue Nov 25 06:54:38 +0000 2014,"RT @iSmashFizzle: Here's an interview with the ONLY full-time librarian at @FergusonLibrary, Scott Bonner: http://t.co/41yRqxqypo He could …"
537136972121505792,Tue Nov 25 06:53:28 +0000 2014,"Photo: Ferguson blues, American blues, observant blues, onward blues. http://t.co/C2nyXKQQaE"
537136102571016192,Tue Nov 25 06:50:01 +0000 2014,"RT @chrisgeidner: ""For Protesters, No Justice, For Ferguson, No Peace,"" @byjoelanderson: http://t.co/jRYvGb3lT6 http://t.co/XuioDQ1OKM"
537123851394899969,Tue Nov 25 06:01:20 +0000 2014,"RT @chrisgeidner: For the latest on tonight's news out of #Ferguson, here's the rolling @BuzzFeedNews report: http://t.co/jRYvGb3lT6"
537113091323232256,Tue Nov 25 05:18:34 +0000 2014,"@sharrocker I have! Shoot me an email. Also, hey!"
537108956339269632,Tue Nov 25 05:02:08 +0000 2014,RT @weeddude: Photos Show Officer Darren Wilson’s Bruised Face After Michael Brown Altercation http://t.co/HO9u1Vmj21 http://t.co/ScpSHyfuhT
537083548562620416,Tue Nov 25 03:21:11 +0000 2014,"RT @CraigElimeliah: This split screen is absolutely polarizing, hearing one thing and witnessing another. #Ferguson #Obama http://t.co/ov2Z…"
537059105798885377,Tue Nov 25 01:44:03 +0000 2014,"RT @chrisgeidner: Per @donlemon now on #CNN, a source close to Darren Wilson says Wilson's reps ""have decided there is going to be no indic…"
537058685559009280,Tue Nov 25 01:42:23 +0000 2014,"RT @weeddude: Video —&gt; RT @BuzzFeedNews: Live video from Ferguson, Missouri — @ksdknews now streaming live http://t.co/zO6DnLxWjw http://t.…"
537047208718503936,Tue Nov 25 00:56:47 +0000 2014,"RT @Walldo: Video: St Louis official compares #Ferguson verdict to ""the night Before Christmas"" http://t.co/kjDXFKCstc"
537046136771862528,Tue Nov 25 00:52:31 +0000 2014,"I mean, you could choose *not* to watch CNN."
537045430211997696,Tue Nov 25 00:49:43 +0000 2014,@chrisgeidner *faints*
537041876785057792,Tue Nov 25 00:35:35 +0000 2014,"RT @EvanMcSan: meanwhile, the post-#Ferguson bipartisan push for police demilitarization ended with a whimper in DC. My story: http://t.co/…"
537039437155561472,Tue Nov 25 00:25:54 +0000 2014,Verified check but for people who are actually reporting from Ferguson and not repackaging tweets.
537036946703675392,Tue Nov 25 00:16:00 +0000 2014,RT @GovJayNixon: Stopped by the Ferguson Burger Bar. Great small biz committed to this community http://t.co/1NjHAvkSpg
537036065568468992,Tue Nov 25 00:12:30 +0000 2014,RT @GovJayNixon: Ferguson Burger Bar is open for biz &amp; full of customers 2day. Our Small Business Loan Program is helping them thrive
537016065872912384,Mon Nov 24 22:53:02 +0000 2014,I’m on vacation from an echo chamber dedicated to encouraging rage but not wisdom.
537015402220756992,Mon Nov 24 22:50:23 +0000 2014,@annehelen It’s my polite way of saying “you’re wrong/I disagree/what a horrible idea” but not saying it.
537014516153081856,Mon Nov 24 22:46:52 +0000 2014,"Twitter is good at making you feel like if you aren’t constantly engaging, you don’t care. 

But that’s not true."
537013184432201729,Mon Nov 24 22:41:35 +0000 2014,"*looks at timeline* 

Y’all…

*hands out blunts*"
537007960288137217,Mon Nov 24 22:20:49 +0000 2014,"NOM Loses, Again, In Appeal Trying To Intervene In Oregon’s Marriage Case, reports @chrisgeidner http://t.co/OazT8QAz2N"
536986193628758016,Mon Nov 24 20:54:19 +0000 2014,"“i’m fresher than youuuuuuuu” - me, reading about the unbearable whiteness of so-called “prestige dramas”"
536985908290269184,Mon Nov 24 20:53:11 +0000 2014,smack it smack it in da ayuuuuuuh RT @alexisthenedd: smack it smack it in the ayuhhhhh
536984789258354689,Mon Nov 24 20:48:45 +0000 2014,"I had my own hotel room in Miami and I definitely re-enacted the ""7/11"" video all by myself."
536984268145434624,Mon Nov 24 20:46:40 +0000 2014,"*claps* RT @KelleyLCarter: Smack it, smack it in the air. @theferocity"
536984058199564290,Mon Nov 24 20:45:50 +0000 2014,".@KelleyLCarter and I are sitting on opposite sides of the office, both listening to “7/11,” both of us twerking at our desks."
536983875462107136,Mon Nov 24 20:45:07 +0000 2014,Fresher than youuuuuuuuuuu.
536982546870185985,Mon Nov 24 20:39:50 +0000 2014,White men deciding who rides shotgun. RT @emilynussbaum: What if True Detective 2 is nothing but car rides in different combinations?
536982318662299649,Mon Nov 24 20:38:56 +0000 2014,@BroderickGreer zzzzzzzzzz.
536982135408959489,Mon Nov 24 20:38:12 +0000 2014,"If Hollywood created art that interrogated whiteness, that’d be interesting. But whiteness without thought— I’m bored. Aren’t y’all?"
536981640527216640,Mon Nov 24 20:36:14 +0000 2014,No POC actors cast in #TrueDetective Season 2 because time is a flat circle but so is diversity in Hollywood. http://t.co/NgU4Yx66HH
536980418659385344,Mon Nov 24 20:31:23 +0000 2014,"Photo: ""This is the story / of a beautiful / lie…"" - Jorie Graham http://t.co/Gg31DMlriW"
536979117712097280,Mon Nov 24 20:26:12 +0000 2014,"RT @BuzzFeedNews: FERGUSON, Mo. (@AP) — Brown family attorney Benjamin Crump: Ferguson grand jury announcement coming Monday evening"
536977010267258880,Mon Nov 24 20:17:50 +0000 2014,"RT @AniShakari: 1/4 of gay ppl attacked or threatened in the past 5 yrs, #EU poll showed. #LGBT #homophobia http://t.co/m9vDSqIDug http://t…"
536976264310304771,Mon Nov 24 20:14:52 +0000 2014,"*slurps tea* RT @thefader: The @JessieJ and @ArianaGrande remake of “The Boy Is Mine,” is not happening after all. http://t.co/pfYo00mqvG"
536971247918518272,Mon Nov 24 19:54:56 +0000 2014,RT @shani_o: follow @byjoelanderson who is in Ferguson and @JimDalrympleII who will be there in a few hours.
536963315411742721,Mon Nov 24 19:23:25 +0000 2014,@brokeymcpoverty +1
536953557849997312,Mon Nov 24 18:44:38 +0000 2014,"RT @IsaacFitzgerald: The @heavenrants and @brokeymcpoverty TV Channel: 

1. https://t.co/Hqe4ArpX7x

2. https://t.co/V3RvjjrIrB

3. https:/…"
536942174806753280,Mon Nov 24 17:59:25 +0000 2014,RT @AdamSerwer: The officer who shot Michael Brown is shopping around for the news anchor to give his exclusive interview to http://t.co/Q1…
536940745195020288,Mon Nov 24 17:53:44 +0000 2014,It’s 65 degrees right now in New York City. That’s 22 degrees warmer than Anna Wintour’s normal body temperature.
536934513793052672,Mon Nov 24 17:28:58 +0000 2014,@mylestanzer Right?
536932965046312960,Mon Nov 24 17:22:49 +0000 2014,RT @BuzzFeedLGBT: One Woman Is Winning #Movember And It's Glorious! http://t.co/wOwY2howhd http://t.co/nstNxfxfmp
536931054154944512,Mon Nov 24 17:15:13 +0000 2014,"(Now that Darren Wilson is married; his partner — also a cop — can plead the fifth. Ah, yes. The sanctity of marriage.)"
536926104582647808,Mon Nov 24 16:55:33 +0000 2014,Sexual Orientation: “7/11” on repeat.
536921159179460608,Mon Nov 24 16:35:54 +0000 2014,RT @monaeltahawy: Some shit said women were sexually harassing men by wearing “provocative” clothing. Muslim feminists respond: http://t.co…
536914684533026816,Mon Nov 24 16:10:10 +0000 2014,"RT @BuzzFeed: “Beyoncé” is now available on Spotify
http://t.co/IN7LWigK08 http://t.co/lce5bBHe9E"
536909218637688833,Mon Nov 24 15:48:27 +0000 2014,"RT @BuzzFeedNews: Darren Wilson, officer who fatally shot Michael Brown in Ferguson, got married last month, @nytimes reports http://t.co/I…"
536909187499184129,Mon Nov 24 15:48:20 +0000 2014,(I almost choked on my coffee just now.)
536905462542000128,Mon Nov 24 15:33:32 +0000 2014,"""When you saw a gay couple on the street and couldn’t stop staring but didn’t know why.” http://t.co/VTXoZYH6VS"
536904872973832193,Mon Nov 24 15:31:11 +0000 2014,"Blink 182 isn't extinct? RT @BuzzFeed: Blink 182’s Tom DeLonge compares music streaming to “Killing Elephants”
http://t.co/TU1n4VSgJf"
536900692628480001,Mon Nov 24 15:14:34 +0000 2014,"I got on the wrong train not once, but twice this morning. Proving my long-held theory that I actually sleepwalk to work."
536891590242205696,Mon Nov 24 14:38:24 +0000 2014,RT @AdamSerwer: Obama has to pick Tim Howard to replace Hagel right?
536885446715146241,Mon Nov 24 14:14:00 +0000 2014,@1demerith Jealous!
536881923692711937,Mon Nov 24 14:00:00 +0000 2014,"@1demerith Ah, eyeliner is flawless. Wish I knew how to do that."
536881449115590656,Mon Nov 24 13:58:06 +0000 2014,… RT @TPM: Woman saying she’s “ready for Ferguson” shoots and kills herself by accident http://t.co/7kvU7UHQS0
536880847908253696,Mon Nov 24 13:55:43 +0000 2014,"RT @byjoelanderson: “It’s a ghost town over here now."" Almost everyone wants to get out of Michael Brown's old #Ferguson neighborhood http:…"
536749555480801281,Mon Nov 24 05:14:01 +0000 2014,"RT @alivingiano: This is Tamir E. Rice, the 12-year-old with a toy gun shot &amp; killed by Cleveland police. http://t.co/8vSdOY9Jba http://t.c…"
536726849158914049,Mon Nov 24 03:43:47 +0000 2014,"(NYC, I’m back. Brace yourselves.)"
536726138476040192,Mon Nov 24 03:40:57 +0000 2014,"Yes, Willamina. Drag haaaaaaa. RT @IAM_SHAKESPEARE: What have we here?                                   [Reads]"
536724042771083264,Mon Nov 24 03:32:38 +0000 2014,@peterblackstock Nice to meet you too. Let’s get drinks sometime.
536723874403336192,Mon Nov 24 03:31:58 +0000 2014,"@iSmashFizzle @doreeshafrir And to think, we’re just getting started."
536678443346583553,Mon Nov 24 00:31:26 +0000 2014,"Thanks for having me, #miamibookfair. This weekend was everything and then some. XO."
536635914613977089,Sun Nov 23 21:42:26 +0000 2014,"Photo: Oh, Miami. http://t.co/8lzjbtngcr"
536570118764257281,Sun Nov 23 17:20:59 +0000 2014,"Bruh... RT @Gothamist: Former NBC Employee Claims He Paid Off Women For Bill Cosby 
http://t.co/WE32vSM03q"
536568014809088000,Sun Nov 23 17:12:38 +0000 2014,"RT @byjoelanderson: ""Every brown girl watching, hoping, and writing deserved better"" than Daniel Handler's racist joke http://t.co/lsPQt2Nd…"
536561789723746304,Sun Nov 23 16:47:54 +0000 2014,"#RequiredReading: ""Meanwhile In America, Brown Girls Are Still Dreaming"" an essay by @iSmashFizzle http://t.co/8qpHPTFYTw"
536541356433608705,Sun Nov 23 15:26:42 +0000 2014,"Good morning, Miami. I don't deserve this. http://t.co/Jq2VSb5TPO"
536539195834400768,Sun Nov 23 15:18:07 +0000 2014,Mercy. RT @BuzzFeedNews: Cleveland police shoot 12 year old boy carrying a toy gun http://t.co/J9Etn8tm2y
536539056415707136,Sun Nov 23 15:17:34 +0000 2014,*sings* I've got a poetry hangover.
536537118726955010,Sun Nov 23 15:09:52 +0000 2014,@EmilyMandel It baffles me.
536493788194435072,Sun Nov 23 12:17:41 +0000 2014,"@dylantomassmith LOL. Well, y'all gotta chill."
536493416612626434,Sun Nov 23 12:16:12 +0000 2014,@dylantomassmith !
536492890323943424,Sun Nov 23 12:14:07 +0000 2014,"Seriously, what is it with white people touching black people's hair? Actually, don't answer that. Just stop doing it."
536285210875527168,Sat Nov 22 22:28:52 +0000 2014,@Piranha426 OMG!
536236565346136064,Sat Nov 22 19:15:34 +0000 2014,RT @MikhailBazharov: @theferocity Miami is %100 gaydar proof.
536232557789347842,Sat Nov 22 18:59:39 +0000 2014,I can already tell my otherwise excellent gaydar is going to be useless in Miami.
536229269933162497,Sat Nov 22 18:46:35 +0000 2014,"Hi, Miami. Let's have fun this weekend, yeah? 😁😜☺️#miamibookfair"
536227327534186496,Sat Nov 22 18:38:52 +0000 2014,@Nafierce @hellomr @BuzzFeed !
536227266423181312,Sat Nov 22 18:38:37 +0000 2014,"RT @aaronmedwards: ""Grief exploded my stanzas into paragraphs."" - @theferocity http://t.co/RaWu3teOin"
536186723341189122,Sat Nov 22 15:57:31 +0000 2014,@jessicagross XO.
536186711379017728,Sat Nov 22 15:57:28 +0000 2014,RT @jessicagross: Love @theferocity's responses here: http://t.co/1HwnrmGzCU
536183021532348416,Sat Nov 22 15:42:48 +0000 2014,"Apparently, Bill Cosby performed last night - Nov 21 - in Florida and got not one but TWO standing ovations."
536176490510295040,Sat Nov 22 15:16:51 +0000 2014,RT @doreeshafrir: What happened when Nikky Finney first tried to get the National Book Foundation to apologize: http://t.co/wkCddIsh1t
536174530675617792,Sat Nov 22 15:09:04 +0000 2014,@doreeshafrir Nope nope nope.
536173628086583296,Sat Nov 22 15:05:29 +0000 2014,@MrGilyard Obvs.
536160640948518912,Sat Nov 22 14:13:52 +0000 2014,@IsaacFitzgerald XOXO.
536160558522073088,Sat Nov 22 14:13:33 +0000 2014,RT @IsaacFitzgerald: (If  you're at the #miamibookfair please give @theferocity a birthday-week hug for me every time you see him.)
536158742656872448,Sat Nov 22 14:06:20 +0000 2014,Birthday week begins now! Poetry reading at the Standard Hotel in Miami tonight with some of favorite writers. Let's do this!
536149974250430464,Sat Nov 22 13:31:29 +0000 2014,"RT @JulienneGrey: Three poems from @theferocity's PRELUDE TO BRUISE have stuck with me all night: Blue Prelude, Sleeping Arrangement, &amp; Clo…"
536149901894516736,Sat Nov 22 13:31:12 +0000 2014,"@JulienneGrey Ah, I love hearing which poems stick with people!"
536000197277790209,Sat Nov 22 03:36:20 +0000 2014,@moby_dickhead The cat in the background! 😍😍
535999606275190784,Sat Nov 22 03:33:59 +0000 2014,@rgay Treat yourself!
535993432612032512,Sat Nov 22 03:09:27 +0000 2014,RT @mylfootmyrfoot: I brought some treasures to swap at Book Swap at the bookstore. @Booksmith @theferocity @AM_Farmer http://t.co/IkPBrkLA…
535969886057803776,Sat Nov 22 01:35:53 +0000 2014,What a time to be alive. RT @itslaurenyap: Beyoncé Just Surprised The World With A Music Video For “7/11” http://t.co/zopYjCt4Hs
535968676118536192,Sat Nov 22 01:31:04 +0000 2014,RT @CerromeRussell: Beyonce video is what happen when you got edibles and you lost  7 million dollars between the sofa cushions and don't r…
535954354894041088,Sat Nov 22 00:34:10 +0000 2014,RT @MattBellassai: Beyoncé does not care about your Friday night. Beyoncé does not care about you or your loved ones. Beyoncé will destroy …
535954308525989888,Sat Nov 22 00:33:59 +0000 2014,RT @aaronmedwards: only pyramids we recognize are bey squad pyramids http://t.co/cYZEDfdNXE
535953213913321472,Sat Nov 22 00:29:38 +0000 2014,RT @mylestanzer: Beyoncé was more human in the 3:30 of that video than she has been in any HBO documentary so far.
535952009741209600,Sat Nov 22 00:24:51 +0000 2014,Beyonce got me a music video for my birthday! It's a few days early. Thank you! http://t.co/gomDg43USH
535951581058179074,Sat Nov 22 00:23:09 +0000 2014,Yaaaaaaaaaaaaaaaaaaaaaaaaas. http://t.co/gomDg43USH
535935588189618177,Fri Nov 21 23:19:36 +0000 2014,"RT @divedapper: We're talking to Claudia Rankine this week—send us your questions, comments, joys, &amp; sorrows re: CITIZEN &amp; we may use yours…"
535925690408112129,Fri Nov 21 22:40:16 +0000 2014,RT @chrisgeidner: There are 36 states where same-sex couples can marry (at least in some places in the state): http://t.co/I6XMkvBPko http:…
535918859010998272,Fri Nov 21 22:13:07 +0000 2014,@GideonResnick XO.
535918641871863808,Fri Nov 21 22:12:15 +0000 2014,@IamJessicaLima Hehe.
535918482588983296,Fri Nov 21 22:11:37 +0000 2014,(Just got a PR email from Uber and I made the sign of the cross.)
535918181442154496,Fri Nov 21 22:10:25 +0000 2014,"Respect the way her name is spelled too, baby. RT @GideonResnick: I don't know Roxanne but I respect the shit out of her"
535915360420376576,Fri Nov 21 21:59:13 +0000 2014,I won’t give up until @BuzzFeedBen puts “I’ve been told I’m a bit of a shade queen” in his bio.
535913687316701184,Fri Nov 21 21:52:34 +0000 2014,*unfollows a random man just to make a point*
535912333982572545,Fri Nov 21 21:47:11 +0000 2014,@mollycrabapple LOL.
535912288143024128,Fri Nov 21 21:47:00 +0000 2014,RT @mollycrabapple: @theferocity I periodically see people whining that they've been blocked by people they only subtweeted. Poor dears don…
